Interviewer,Interviewee,Participant ID
"Yep, totally.","I think something that is free that possibly makes patients happy, they would be all for it. Something that costs $10 million that might make patients satisfied, I doubt you’re gonna see that happen.",G6
"There is papers demonstrating that patients like POCUS, and that’s pretty easy to—that’s a very easy thing to see when you start using it. Do you think it’s actually worth going after a pilot in your own hospital asking patients how they felt about point-of-care by their clinicians or is that like—unless they actually can measure it in the patient satisfaction ratings that are posted nationally, it’s not gonna matter? Is that something worth going after?",What would be the endgame of that? Why would [distorted audio 12:46] that?,G6
"It would be to convince basically the C-suite to invest in some infrastructure, that this is something that their patients value.",Do you have an amount of infrastructure that you’re talkin’ about?,G6
"Right now our ask is basically this middle ware that would help us train people more rigorously. You probably were around for these discussions. The other thing too is that these discussions have been ongoing for, it sounds like a good almost a decade in terms of how to implement point-of-care ultrasound ’cause the ED has done it, and it’s standard of care for critical care for instance. One of the pieces is having software that will allow you to evaluate training exams prior to them being uploaded to PAX. Right now things are directly uploaded to PAX.","The ED also would need this, or is this just hospital medicine?",G6
"That’s the other part of the equation. I definitely want it for my folks, but the idea is that there’s six or seven subspecialties that are trying to implement at this point in the hospital. Yes, it’d be about $100,000 for 1 department, but then if it’s a little bit more for each additional division. We’re not talking about a lotta money. Particularly when we’re looking we’re starting to see literature that demonstrates that it does increase efficiency. It expedites accurate diagnoses. It’s more accurate than chest X-rays, which we know are a low-value test. We’re seeing in other parts of the country where clinicians are foregoing chest X-ray for lung ultrasound, and you can actually reduce the use of other tests. There’s a lot of other data coming out that demonstrated if you do invest in this you can change practice patterns and increase efficiency.","Can you draw the line between the software you’re asking and that outcome ’cause you’re basically saying—I think you’re saying that if you had this software you could train more people more effectively, more efficiently, and then they would produce different outcomes?",G6
"Yes, exactly, and so the big thing with point-of-care is that it’s operator dependent, and while to be a point-of-care application, it needs by definition to be easily mastered, it does take some training. It takes someone looking over time and making sure that people’s skills are maintained, and so that’s the idea is that you can’t really adequately train folks if you don’t have this kind of robust infrastructure for training and quality assessment.","Who would you be training, hospitalists or residents?",G6
Hospitalists primarily.,Not residents?,G6
"I’m focused on faculty development because I just don’t think education has really ever had the—unless you have faculty who can supervise people on the floors in a real clinical situation, the residents will never really attain mastery. You can’t really have a robust training program without some faculty who have also mastered it. That’s why I switched gears and have been focusing on faculty. Although I agree there are a lot of barriers to that.","You’re saying it’s roughly 20,000 a year to train and develop a hospitalist workforce to be able to do this, and then presumably down the line they would also be training people?",G6
"Yeah, for the hospital. Then we do make—we’ve started collecting billing data. There’s like a cau—I think the financial arguments, there we—for a chest X-ray, I guess they reimburse $2? They actually lose $30 per chest X-ray in the hospital, and that data was actually collected by radiography because it’s actually radiology who feels like it’s a low-value test, and they were actually the ones who heard about lung ultrasound. They were like, “Do you think you could reduce chest X-rays by clinicians by—” Everyone’s on board with this idea, that it might be a good idea. If lung ultrasound is more accurate, that we could replace some of those chest X-rays with lung ultrasound.","Were you saying that every X-ray in the hospital we lose $30, and the professional fee, though, must be lost to radiology, but they probably are more happy to read something else—",G6
Exactly.,"- over time. Then on the hospitalist side, you’re saying we get paid 20 bucks every time we do one?",G6
Yeah.,"If I do the math on 20,000 a year you need to come up with about 650 of those, not that X-ray, done ultrasound, to get 20,000 a year. How many would you do in a year? Let’s say maybe not year 1 but year 5?",G6
"Yeah, and that depends on adoption.","You’re selling this as a thing that’s gonna do that. If you had three to five years to train the workforce, how many would you create?",G6
"I would say we would be doing—I think it would be very easy to get to 10 a day. [Crosstalk 21:14] Maybe they wouldn’t all forego—I think 10 a day would be a reasonable guess, but I’ll have to look at those numbers and really look at the number of chest X-rays we’re getting a day and then look and see.","If you’re billing at $23 per, is that reimbursed, or that’s billed?",G6
That’s collected.,"If you’re collecting $23 per, and you do 10 a day, that’s 3000. That’s 60,000 a year. If I wanna play hospital administrator, I’ll say, “Wait, why would I pay you for that? You’re gonna make money on the reimbursement.” To which you would say, “Yes, but it’s gonna take us a while to get there.”",G6
"Yeah, all of it. There’s length-of-stay data. There’s decreased imaging, like chest X-ray and actually echo and CT.",What reduction in X-ray and ultrasound do you see?,G6
"The magnitude of effect, I’d have to look. Then I also have quality",Have you made this case or not?,G6
Yeah.,What have you stumbled upon? Why is it not [crosstalk 23:19],G6
"Yeah, everything is in—I haven’t actually made it to the right stakeholders, I guess. I’m just building the case right now. That’s part of what this is is understanding the case that needs to be made and what those stakeholders, the people who are actually making decisions, how they make decisions so I come with the right data and the right arguments.","Is this interview for your benefit, or is this for a study?",G6
"This is for a study, but it’s practical.",[Distorted audio 23:50] if you want I can share with you what we teach in the institute on how to make a business case for this. This is a pretty easy business case.,G6
"Okay, that’d be great.","I don’t have published data that there’s no reason to think wouldn’t be adopted here. I’d be happy offline to shoot you that talk I give and walk you through it if you want, and then I can help you put together the business case, but this is pretty simple. It’s 100 grand. Do you know what the health system’s budget is or revenue per year?",G6
"The health system’s? It’s just Anschutz. You would know better than I. I don’t know. [Laughter] It’s a lot more than 100,000.","Yeah, a university hospital is probably 1.5 billion [crosstalk 24:38] 4 to 5 billion so 100,000 is nothing. Now every person comes with 100,000 and says it’s nothing, and over time those 100,000’s become billions, but if you can actually show the data that we can do this and say, “Look, hold us accountable. We will look at X-ray per patient—” or however you mention it, X-ray per 100 patients, whatever it is—""and we think we can do this over 3",G6
I would love that. That would be fantastic. I don’t even know who I’m supposed to make that case to. I guess that’s the other question. I guess … would figure that out.,,G6
"Not really, but this is all help—if it’s easier for you I could just attend one of your lectures so you don’t have to—I know as an educator I get kind of—it’s exhausting telling people the same thing all the time. [Laughter] I’m happy to just show up to one of your lectures and go from there so you don’t have to—",I only give it once a year and have already done it. Let me try to find it and send it to you.,G6
"Okay, cool, that’s great. I have one more question before I let you go though. Everything is aligned with this is something that should—they should support this. I think it’s an easy sell from a rational perspective, but it’s giving them the information in the way that they’ll be able to hear it. The other thing to is this is an inevitable thing. They’ve been talking about doing this for 10 years, and I think everybody accepts that this is gonna be standard of care. I guess the other piece of this is—how big a piece is that? Do you wanna be leading this, or do you wanna be a lagger? It took a complication to get the first ultrasound. Do we wanna be in that position in another 10 years when all the other hospitals have already implemented this? How compelling is that to them? It seems like it should","Yeah, exactly.",G6
How compelling is that to them? It seems like it should be clear that this is something that they have to do at some point.,"I think so. I think that’s value-add though. Those kinda cases don’t get you very far because it’s corporate America, and it’s about the bottom line so you’re better off—you can use that, but you gotta have the other piece, that this will save money and improve efficiency and length of stay and all of those things. Again, you’re not gonna get any pushback. Nobody’s going to say, “You shouldn’t do this.” They’re just gonna say, “We’re not gonna pay for it.”",G6
We’re not gonna support it. Which is something. That’s good that they’re not worried about getting sued or something and so then they’re gonna squash things.,"The CEO of the hospital, for example, would say, “Look, I’m a business per—I don’t know. You guys decide if this is standard of care. If you tell me it’s standard of care, it’s standard of care. You should do it. Oh, you want me to pay for it? Well, now that’s a different story. Why would I pay for it?” “Well, here it is.” Now you could argue it’s standard of care, but it still doesn’t mean the hospital should pay for it. I think if you were in private practice doing this as a hospitalist group, who would pay for it?",G6
Unless it’s an infrastructure issue so that’s why—,[Distorted audio 29:39] the software?,G6
"Yeah because we can’t [crosstalk 29:43] really—go ahead, sorry.",Can you repurchase the software?,G6
"We could directly, yeah. In theory we could.","If you were a private practice hospitalist group you would have to do this yourself. You can still ask the hospital, and they might pay for it, but they may say, “Look, this is a—I don’t pay for your stethoscope, do I? No so this is your deal. You pay for it.” I think if you’ve got those other papers that make the case it’s pretty simple.",G6
That’s super helpful. I wanna be respectful of your time. I,"Yeah, I’ll try to find them and send them. I’m happy to jump on another call, walk through it with you. This is what I do. This is what I wanted to do is how you make these business cases because as physicians we’re typically bad at it. The same thing goes for administrators. They’re typically bad at understanding clinical medicine, and so the really, really effective physician leaders are those that can bridge that and can speak both languages. That’s why I like to teach it and spend time on it because it’s actually not that hard, it turns out. I’m being recorded so I won’t say it, but physicians are pretty smart. We just haven’t been trained [crosstalk 31:02]",G6
We’re distracted so we don’t understand how the infrastructure is changing the way we practice and how to interact with that environment so we can take better care of our patients.,The other thing I would ask is is your time supported to do this?,G6
"I basically ended up getting a K so I could do this, and then I have some support from my division. I have 75 percent bought out by the NIH to do this, and that’s what it takes. That’s why I’m able to have the bandwidth to have these conversations with someone like you who actually has a skillset that I can impact practice.",[Distorted audio 31:52] supporting you.,G6
"Pardon, sorry?",Is the division supporting you for your—,G6
"The division, I don’t have—hm-mmm, no other support.",Your funding is all through your K?,G6
"I have some divisional buyout, and then I have—the majority of my buyout is through my K. It’s an implementation in dissemination science. Then this is my content focus.",How much division buyout of your time?,G6
20.,20 percent? Salary plus benefits this is the other thing that I would,G6
This is that important. We are spending our own money.,"Even if it’s only based on a true story, you’re gonna probably get the funding either way, but I think it is part of the cost of the program, and the division is supporting that.",G6
"In general these arguments for this project will hold for the next, and as you’re saying, I think we as clinicians need to get better at understanding the language.","It’s not hard. I give another talk on how to negotiate, and I say, “The key to success in negotiation is to never ask for what you want. It’s always to ask for what the other person wants.” You say, “Well, that’s weird.” Think about it. If you know what the hospital wants, and you ask for that, why wouldn’t they give you what you want? You just have to not ask for what you want but ask for what they want, which is efficiency, less cost. That’s what they want. If you come and say, “Hey, I got this great idea. It’s gonna save you half a million dollars a year.”",G6
When do you give the classes? Is it in the fall?,"Well, I give this talk as part of our year-long training program, and I give it usually early on in the summer, summer and fall.",G6
"I tried to get into my co’s fellowship, which I’m guessing your—the program is like what you’re—the stuff you’re teaching, but he was like, “Oh yeah, you’re overqualified. You can’t.” I’d love to","Alright, well, I will send you—I will send you those slides, and then I’m happy to sit down and either go through it with you, or if you wanna take a crack at putting the case together [crosstalk 35:15]",G6
I’ll put the proposal together so we have something to discuss.,Keep in mind executives want stuff that’s short or very short so you can have the 10 pages that went behind it. Don’t present that. Present one PowerPoint slide ’cause executives tend to have very short attention spans.,G6
"You’ll probably hear from me late March. I have a grant deadline, but I’ll definitely be back in touch soon. Thanks, bye.",Have a great day.,G6
"You too, thank you so much.",You’re welcome.,G6
"—busy, busy, per usual.",Always. [Laughter],G3
"Yeah, [laughter] no joke. We are interviewing stakeholders to understand the determinants of the implementation of lung ultrasound. You have been asked to be interviewed because of your role in POCUS—in lung ultrasound implementation. Interviews will be de-identified, recorded, and transcribed and analyzed. Do you consent to being interviewed?",Yes.,G3
What is your professional job title and description?,"Division administrator. The description. Oh, goodness. [Laughter] I am responsible for the financial and—the financial management of the division and also oversight of the administrative staff and operations. Everything that we do [laughter] that is not taking care of patients.",G3
[Laughter] That’s not actual clinical decision-making?,[Laughter],G3
That was my impression.,"I, at least, have some involvement with everything else that we do that is not clinical.",G3
Perfect. Good. You’re gonna be able to give me a nice big-picture view. Tell me a little bit about your current experience with point-of-care ultrasound and lung ultrasound.,"A big part of it is looking at the finances, of course. Seeing, is this ever gonna cover its expenses or, at some point, become profitable? What I’ve seen so far is that we’re not gonna cover the expenses in clinical revenue. It’s not gonna happen ’cause the collection rate is just too low. It’s not that different from our general collection rate. A lot of the ultrasound charges are reimbursed under global billing for some insurers. It’s not broken out. Likely, there is some other benefit that we just can’t tease out from the rest of the global billing.",G3
"Can you back up and just talk about the global billing? You are so great about sending me that info every week. What I see is we’re—they bill a certain amount, and then we collect, it looks like, about 23 bucks per scan. Can you talk about this term “global billing?” What is that about?","For some insurance companies, there are certain codes, certain procedure codes or diagnosis—I’m blanking on the term. The CPT codes that fall under what they call global billing. You could have a visit for, let’s say, surgery, is the easiest example, for any kind of surgery. All of the other pieces, like the pre-op appointment, the post-operative care, all of that falls under a global bill. It covers pre- and post-op. It covers their stay. It covers complications that might come up with that stay. The insurance company pays one big global—",G3
"It’s the DRG thing, the bundled payment that you’re talking about for—",Right.,G3
"My understanding—and you can correct me—is that there’s the—basically, for, I think, all—certainly, all radiology tests and, I think, some other diagnostics and some other services is there’s a facility fee and then there’s a professional fee.",Yep.,G3
"I found what we were seeing that $23 is the professional fee that we’re reimbursing. Is that what you mean? We’re losing the facility fee, and so because of that, we’ll never—it just won’t ever be able to generate revenue, significant revenue.","- that we’re collecting on those. I asked her to look into it, and she did. That was the response that I got from her, was that a lot of those charges are billed. There is money coming in where there was a global bill—where this was part of a global bill. They receive one payment, but they don’t always parse it out into each of the different pieces. There might still be money coming to us, under the professional services, but it’s not broken out into a dollar amount for that CPT code.",G3
"I see. Just to clarify. Sorry. We know we’re getting that revenue. Then, you’re saying that there may be another piece that we’re getting that we’ll never be able to know about, essentially.",Exactly. We can’t measure it because it just comes through as other general professional service reimbursement.,G3
When you say that the ultrasound—can you talk to me about the cost that you associate with the ultrasound stuff we’re doing?,"From my side of it, what I see for the direct cost is the equipment. Which the hospital is covering or has covered most of that for us, of course, but there are other pieces to that. There’s the time, especially … time, getting the iPad set up, that kind of thing, figuring out the tracking for it, getting the lockers, setting all of that up. The admin time cost on top of the actual physical equipment cost. We still have to figure out exactly how this is gonna work after this first year is up. There’s a subscription fee, too, for—I can’t remember now. Was it for the butterflies?",G3
"For the butterflies, yeah.","I think it was the first year was rolled into the cost of the equipment. Then moving beyond that, since the hospital paid for that, we never saw any charge for that. I don't know if they’re planning to pay for that long term, or if that will eventually be a cost that falls to us. I haven’t reached out yet because I don’t want them to dig into it.",G3
"Let’s get our game plan in place first. Absolutely. Okay, good. Well, that’s good information for me to know, too. Then, are any other costs that you see associated with the ultrasound stuff?","Outside of training, your time to teach people how to use it—because that is a significant piece, doing those training courses. It’s not even just the two-day course that we were doing. There’s a lot of prep that goes into that. All of that costs as well. That’s just time.",G3
"One of the things we were hoping to do is piggyback onto the procedure service to facilitate the teaching. Can you talk to me—and the fact that procedures are so well reimbursed would help support—lump that together so that there’s, basically, protection for the faculty. They’re doing these procedures that are reimbursed for the time they’re spending. That will free up some of the time to teach and do diagnostics, which are lower-revenue things. What do you see about the feasibility of that structure?",Having point-of-care ultrasound training as part of the procedure service?,G3
"Yeah. I guess that goes to the financial feasibility of the procedure service. We have such a big division that that was our idea, was that there would always be somebody there that could either get the ultrasounds or train the faculty. That’s part of our sustainability plan. I guess, it goes to the financial feasibility of the procedure service. Right now, they’re also taking care of patients. They can’t really teach the way we—or even do some of these diagnostic studies. They don’t have the bandwidth because of the patient care responsibilities. I wanted to get your opinion about that. Going forward, how close we are to—will we ever be able to have a procedure service where it’s just procedures, you think?",I happened to find that for you. We do that report monthly. Let me look at the most recent one.,G3
"I’d always been told by my colleagues who have started multiple procedure service—’cause that’s a national trend, where you tie the procedures to—you tie the diagnostics to procedures. In the places that have implemented it, the few places, they’ve always done it that because of the revenue stream. I was told that you need six—you basically need six procedures a day to support an attending-run procedure service.","Yeah. It covers about, roughly, half of what it costs to have somebody on that service, the revenue that we’re getting back from procedures.",G3
Right now.,"That we’re getting so far. This is July through November. December books just closed, so I haven’t re-run this report yet. Looking at July through November data, yeah, it covers about half of the cost of having somebody on that service. It’s not quite self-sufficient yet. However, if we were able to, like you said, take off the patient care and just do procedures and increase the number of procedures, I think that would be helpful.",G3
How many procedures are you guys doing now? I’m just curious to know what the targets are.,"This looks like 136 a month, roughly.",G3
"Okay, good. I can do the math, then. You see, potentially, if the volume, basically, doubles from what it is now—",Then it would be a self-sufficient service.,G3
- then that’s where we’re at.,We would need to do about nine a day or four and a half.,G3
"The pandemic shut down our training courses, but we’re getting a lot of… will tell you, we’re getting tons of emails.","Perspective, from what I’ve—I look at the clinical revenue data all the time. [Laughter] The training courses and offering that as a paid enterprise, [laughter] that’s where we’re gonna be [laughter 11:20]. It’s never gonna be in the clinical revenue. We’re just not gonna collect enough, I don’t think. Unless we can really crank through nine procedures a day—or it would have to be, probably, 10 procedures a day to be profitable.",G3
Ten diagnostic studies.,Sorry. I’m looking at the procedure service numbers.,G3
"Oh, for the procedure service, it’d be—you’d need 10 to be profitable. Then that would allow—and then it would pay for some of… time and that stuff. I see what you’re saying.",I think the training classes are really where we’re gonna be able to make some money.,G3
At least cover costs.,"At least cover costs and be able to also protect time for [unintelligible 12:08] review the trainings and that kind of thing. The last courses that we did, it wasn’t—",G3
Big enough.,"Had we been able to do that May class, I think it would have. We would have at least broken even, maybe even a little bit extra to cover some of … time. We just didn’t get there. I think that that has a much better chance. The taxes are also different. Clinical revenue gets taxed by everybody. The teaching thing, there’s just less tax on that by quite a bit. We’re at 28 percent tax on the clinical revenue, but I think the GAR was nine percent or eight percent, maybe. The taxes that we have to pay on that money coming in is just so much lower that we’re able to keep a lot more of that revenue.",G3
"That $23 that we’re seeing—I’m just thinking, too, for generalizability for the rest of hospital medicine who’s trying to do what we’re doing, and they don’t even have—they don’t even have this initial billing data yet. It’s nice we have that, so we can extrapolate a little bit. If we actually had more providers doing it on their own—’cause, really, the point-of-care ultrasound is about the clinician who’s taking care of the patient. It’s not the procedure service coming and doing it. This is, hopefully, just a bridge to having everybody using it on their patients and feeling comfortable using it.","We would get back from that—we’d essentially get 82 percent on that. We would get about $66,000 a year.",G3
"You could pay a couple people to—hopefully, I’m translating this correctly. If it was 66,00, then that’s, what, I don't know, a 0.3 FTE or something like that or 0.2 or something.","I would think about—it depends on the person. There’s some variability. That would get you about, probably, 0.25 FTE, around there.",G3
"Okay, good. I just wanna know that I, roughly, understood those calculations. We talked about the financial aspects. Any other hidden costs that I’m not thinking of that we haven’t talked about?",Not that I can think of. The taxes are [laughter] the ones—that one kills us. It’s just a lot.,G3
"For that $23, what would we actually see after taxes?","We actually get 82 percent of that. I’m tryin’ to think of where—hold on. Lemme just make sure that this does not include—the report that I’m running, I don’t think it has any of the taxes.",G3
"Taxes, yeah.","Yeah. No, this all pre-taxed. We would take 82 percent of that. That’s what we get from CU Medicine. Then, the Department of Medicine has their piece of that as well.",G3
Right. Then we essentially tithe to the department.,"Yeah. Some of it goes to CU Medicine. Some of it goes to the dean, to the School of Medicine. Then some of it goes to the Department of Medicine. I think I said 28 percent, but that’s not right. Hang on. Sorry.",G3
"That’s okay. No, that’s okay. This is all really good information. I’ll probably have you break it—show me in a spreadsheet, at some point, where those—I’ll be doing a—we’ll be doing a costing study, where we’re looking at all of these hidden—these costs that aren’t totally obvious to anyone but you, essentially. [Laughter]",It is 28 percent. Sorry. Dean’s tax is 10 percent. The department chair tax is 10 percent. The CU Medicine billing fee is eight percent.,G3
"Right. That can all change, I’m guessing, depending on who the leadership is, or is that pretty standard?","I don’t think that’s gonna change in our university system. If you’re looking at publishing this nationally or something, other institutions are gonna have different outcomes.",G3
Setups.,"Well, I don't know the exact structure, but I think because Denver Health is one entity, they don’t have a separate billing company, they don’t have a separate—it’s one thing. It’s not a university hospital billing company. I think it’s probably different for them. They also have to cover all of their administrative costs out of that one bucket. It’s just split differently. I don't know exactly what their tax percentage is. Eighty-two percent is what the whole—what all clinical revenue is taxed. We have that additional 10 percent because we live under the Department of Medicine.",G3
"That makes sense. How does the division of—anything that increases our revenue, the department would like. Then, in terms of the professional fees, how does that—what does the hospital think about that? Are they agnostic to that? It’s not really, necessarily, money they’re seeing, the professional fees. How does that work?","The way it works is the professional service fees that we collect go to cover our costs. They go to cover physician salaries. What is left of that—we take our cost, our total cost. We take out the clinical revenue, what we collect in professional service fees. Then the hospital pays the rest. They fill in the gap. The more money that we can collect in professional service fees, the less they have to offset.",G3
Nice.,"Even if they’re not directly seeing any profit from the professional service fee revenue, they’re—it’s less expense to them.",G3
Got it.,"I think, if there are any facility fees associated with [unintelligible 19:25], I just don’t know. I only look at the professional service fees. I imagine that there’s some portion of facility charge for each of these as well.",G3
"They’re all DRG, though, for us.","The hospital does get that, and it does get attributed to those patients that are on an in-patient medicine service.",G3
"Let me throw some numbers at you. I have been doing little discussions with radiology and radiography as well because lung ultrasound is, potentially, a replacement study for some situations. Every stakeholder wants there to be less chest X-rays, except for the clinicians ordering them, [laughter] essentially. They order 50,000 in our hospital a year. Radiography actually did its own little micro-costing study or analysis where they calculated that the hospital—it cost about $30 per chest X-ray in a DRG environment because you’ve got to pay the technician and the radiologist. Radiology, when they charge for them, I guess they get reimbursed a dollar—less than $2 for a chest X-ray. This is what the radiologists are telling me.","It depends on the total dollar value. How much money would that save? Would it be enough to decrease their staff pool? Would it save them an entire T or two? In which case, probably. Probably, it’s a pretty compelling argument to them. Not so much for the people who are in those positions, who are not gonna have a job.",G3
"It’s funny. When I talked to radiography, they were like, “What we would do is if half of the chest X-rays went away, no one would—we would be fine. We would be happy. We would probably just cut down on people’s hours. We wouldn’t necessarily have to”—which I don't know. I just wanted to throw that out there ’cause I thought was an interesting take.","They might be having people work overtime, just like we do with our moonlighting shifts because it’s less—it’s cost effective to do that to an extent. There comes a point where people are just not gonna sign up for extra shifts anymore ’cause there’s too much. It is more cost effective to have some amount of moonlighting. I wonder if that’s what they’re doing, allowing people to pick up extra shifts for extra money so that they’re not overcommitted on their FTE, and they wouldn’t have to lay anybody off. It probably would save them money because they’re not paying for those extra shifts, at least to some extent. They wouldn’t be paying for those extra shifts. If they’re being reimbursed so poorly for these, then it’s probably costing some of their profit anyway to pay for those extra shifts. That makes sense.",G3
I’m sorry. I didn’t mean to cut you off if you had a thought. I’m trying to remember what question I had asked you.,I can’t remember now what it was anyway.,G3
[Laughter] Sorry about that.,[Laughter] No worries.,G3
"I guess, in your experience, is it really about sitting—it’s really about, granularly, this is what you’re gonna save if we do this. This is what this cost. This is what this cost. If you implement this and it either covers the cost that we’re spending now, or it improves the cost and maybe adds to patient satisfaction, then that’s the thing that’s greenlighted, to a certain extent?","Usually. You have at least the best chance with that. If you can present—if we move forward with this, it’s gonna cost you this much money, but it’s gonna save you this much money, and also, your patient satisfaction scores should increase because you’re saving people having to get a chest X-ray, then, yeah, that’s a pretty compelling argument, depending on exactly what those numbers look like. That could be a pretty compelling argument to the hospital. They care a lot about, obviously, the bottom line. Also, those patient satisfaction scores are really important for them, too.",G3
"Even if there’s an up—the ask would be support for—more support for provider training. We have a small ask for—a relatively small ask for some middleware software that would allow us to better teach. There are some upfront costs that we would want—would need to be in place to see those benefits longer term. Is that something that they’re used to seeing as an investment, essentially?","Yeah. Usually, when we submit proposals to them, we do it on a three-year basis. We say, “Here’s how much it’s gonna cost you in the first year, second year, third year.” If they can see that there’s an investment out front, in that first year, it’s gonna cost a little bit more, but then in the next two years, it’s gonna decrease dramatically, then they’re looking at that whole picture. You’ve got a better chance there. Usually, what we’re saying is it’s gonna cost pretty much the same for three years. Actually, it’ll increase a little bit with salary increases.",G3
"I think they know that this is where we’re moving, regardless. That’s helpful.","I think that is another piece of it, too, to say, “We wanna be at the forefront of this and not playing catch-up five years from now.” Not necessarily breaking the ground on it, but we wanna be leading, be one of the national experts in this. We want other people to look to us as a model for how to roll this out. I think that helps, too, because it brings recognition to the hospital. That’s something that they could market and that they could really praise the clinicians for and really make the hospital look good.",G3
"Patient satisfaction, national reputation, obviously the cost. We can make those arguments—those are a little bit harder to get at, and we need a certain amount of implementation of the tool before we can actually show that data. There is data from other centers. People have published on the fact that if you implement point-of-care ultrasound in your ICU and everybody feels comfortable using it, you don’t get as many echoes. You don’t get as many CAT scans or X-rays. How compelling is data from other places in this initial investment?","We always try to present national benchmarks on things, or whatever information we have about other places who have done something similar when we have it. I will say, it doesn’t always help the case. It depends on what you see. If you have really strong cases from other institutions that have already done this and it’s been successful, I think it would help. If it’s, “Other groups have tried it and they’ve seen some success,” and it’s more lukewarm results, then I would just leave it out. If there are really compelling cases that there’s proof that their patient satisfaction went up, their efficiency went up, they’ve reduced their cost, I think, definitely include that.",G3
"Clinical practice guidelines and actual randomized controlled trial results and stuff, is that often presented in these sorts or things, or not really?","I’m not sure. We haven’t done a whole lot with that. We did for addiction medicine, but then that ended up not being approved at the hospital level anyway. We got it through the UPL grant. I think there just—there was some amount of research, but not enough to make the case strong enough for them to agree to it.",G3
"There’s some pilot grants for quality improvement stuff and everything. Is there another mechanism by which people get, basically, support for a pilot?","UPL has been the one funding source that I’ve seen for that, in the clinical realm.",G3
What is UPL?,"It’s the upper-payment limit. It’s something to do with—we have hit certain CMS metrics, and then we get a reimbursement because there’s an upper-payment limit with CMS. I can’t remember the credentials. You have to have a certain number of CMS patients. Medicare and Medicaid patients that are part of your patient population. Then we get some reimbursement from them for seeing X number of patients. There are some other metrics. It’s not just the number of patients. There are some other metrics that we have to hit as an institution.",G3
Got it.,"For actual clinical service outside of the hospital. I don't know what exactly their criteria are, so I’m not sure if this would be a strong [crosstalk 30:50].",G3
"Probably not. Opioids makes sense ’cause it’s very much a public—it’s a huge public health problem, obviously.",Peds was not strong enough for it either. I’m not sure that this would—,G3
"I think I know which initiative you’re talking about, a transition of care between peds and adult medicine.",Exactly. Yep.,G3
"Honestly, I could talk with you, literally, all-day long about this stuff ’cause it’s so complicated, and I know so little about it. This was super helpful. I think I’ll probably—as we put together these proposals and try to write up the—understand the billing and stuff and write them up, I’m sure I’ll be coming to you again to help me with it. Thank you so much for your time. This was super helpful, Leah.","Yeah, of course. I will say, for publication purposes, we—’cause we’re going through this right now with the addiction medicine service that Susan is trying to publish on that. Both CU Medicine and Department of Medicine said she could not publish on the specific numbers for clinical revenue collection rate, that kind of thing.",G3
Interesting.,"I think generalizations are okay, but you can’t say that we had a 20 percent collection rate. We’re not allowed to publish that.",G3
Interesting.,Just something to keep in mind. Try and do the right thing.,G3
I’ll loop Susan into it so she can tell me how she ended up handling it.,That just came up this week. I’m not sure if she even knows yet what she’s gonna do.,G3
"Oh, man.","Both CU Medicine and Department of Medicine said, “No, you can’t publish this.”",G3
That’s amazing. That’s really interesting.,"She had specific numbers. She had total charge amount, total collection amount, collection rate. They were just, “Nope. Those types of specifics cannot be published.” They did not give any guidance on what could be published. I think more general information of—we had a collection rate that was comparable to our general collection rate for other types of procedures, or something like that might be okay. You could say whether it was better or worse than other collection rates that you see across your division, maybe. Something more general, but the specifics, they were—",G3
"That’s really good to know. Right now, with implementation science, cost is huge, trying to capture that. People can have a sense of what it costs, and if it’s gonna work in their health system. That’s really interesting that there’s this barrier to disseminating that information.","There’s a little disclosure in the—even just to send you that report, I had—I have access to—it’s called the line-item payment analysis system, or something. I have access to that specific system, but I had to go through additional special training. It was all about what you can disclose [crosstalk 34:00] to the university. We can use the information internally to make decisions on service lines and that kind of thing and different programs that we wanna start or whatever. We can use it internally, but we absolutely cannot share it outside of the university.",G3
You were able to—how did Susan find out? Did she think to ask someone?,"She did. Yeah, she did. She just sent me an email saying, “Hey, I’m writing up a manuscript. I wanna publish this sentence.” I was like, “I don’t think we’re gonna be able to do that, but I’ll check.” I sent it to both CU Medicine and the department and both said, “Absolutely not.”",G3
"Interesting. Well, thanks for the heads up. That’s super interesting.",I wouldn’t spend too much time on the specific numbers because you can’t publish them anyway.,G3
"Okay. [Laughter] Okay, good to know.","We can say that it’s comparable to our general collection rate, something like that, I think, is acceptable.",G3
"What is our budget? What’s our annual budget in terms of how much we collect? This is a tiny, tiny amount.",It is.,G3
It’s really just about covering costs. That’s how you think about it.,"This year, 13,471 is our offset budget from the hospital. For our total, total cost, we’re at 25,200,000.",G3
Geez.,Thirteen million of that is covered by the hospital. The rest is in our professional service fee collection.,G3
I see. I’m gonna let you go. Thank you so much.,"Yeah, no problem.",G3
I’ll be in touch.,"Okay, sounds good.",G3
Bye.,See ya.,G3
