Interviewer,Interviewee,Participant ID
"In terms of the evidence, how important are evidence when you're making these pathways? For the large majority of what we do there isn't any evidence to guide us and it's—a lot of times what sounds like, and what I would imagine is that you're like, well, what makes sense in our institutions since we don't really have any high-quality data or data that really applies to our setting, like, how important is that with regard to these guidelines or these pathways? Sorry.","Yeah. We just have a hierarchy of evidence that we use. We use national guidelines for a lot of things where it's not clear what to do, like a lot of anticoagulation stuff or dealing with coagulopathy, there's not a lot of national guidelines, but there are a lot of institutional guidelines. We'll usually try to stick to those, and then if there's nothing based on guidelines, either nationally or institutionally, then we just use the highest quality evidence that we have.  	Sometimes subspecialists disagree with the national guidelines too. Like for the C-Diff management, if they're able to provide high-quality evidence, then we're usually okay with trying something out. I think for them too, some people like to use pathways as a little bit of an experiment just to see if we can get people to do it this way, then maybe we could get some evidence that this might actually be better. That's one thing that might be better for like lung ultrasound where there may not be evidence for everything.",G5
"Yeah. Yeah. As evidence goes, we have pretty good evidence actually at this point. It's all relative. It's so interesting. For instance, what did they disagree with the IDSA guidelines about for C-Diff?","They recommended using Fidaxomicin and as first-line in somebody who had a recurrent episode that had already Vancomycin whereas the national guidelines said that you could do a taper or use Fidaxomicin, but they felt pretty strongly about using Fidaxomicin based on a Lancet paper. It was literally just one piece of high-quality evidence that they had that made them suggest that. That was just like an example.",G5
"Cool. Okay. Oh, that's super interesting. For the anticoagulation stuff, I'm just curious, do you have a hematologist that helps you with that? Because it's true the data's all over the place and it's moved so quickly because of all the new products or how do you guys do that? That sounds logistically challenging unless you have an expert who's engaged.","Yeah. It depends on the pathway. There's an anticoagulation steering committee. For example, we're making a COVID pathway right now and they're helping to determine what the DVT prophylaxis should be for them and that's completely made up. There's no guideline for that at all. It's just the committee consensus essentially.",G5
Got it. Okay. Yeah. That's nice that we do have some like nice pharmacy infrastructure that can help you with some of that stuff. Okay. What do you find the most challenging about the pathway work?,"One, I think getting people to use it we've struggled with, so like for example, Angela is looking at this ALTO data right now of the sample of patients that Caitilin was looking at, who qualified for, ALTO use. The number of people who actually use the pathway was very, very small. It's hard to see actual changes if we can't see whether or not people are using it. I think that's been a huge challenge. 	Then just hurting all the stakeholders as well can be a little bit challenging. We have a fairly good relationship with the ED. They have a very robust pathway program. They also have a lot of resources that we don't have. They're actually running the systems pathway but it's usually pretty easy to link up with them and get help from them and see what they've done before. That's been really helpful.",G5
You work a lot with Matt Salzer 17:11?,"With Matt and then Shawn, Michael. We don't like work directly 'cause our pathways are in different realms, but like if I have questions or if—a lot of times when subspecialists are building pathways, they also want to do stuff in the emergency department that doesn't necessarily apply to inpatients. I can help link them up with that as well.",G5
Got it.,"They can also just serve as a really good model for us. Like we built our instructions for building a pathway off of what they use and our expectations for pathways off of what they use. It's just like a much better-established program that they have. It's been nice and they've had a lot of success with people using it. It's challenging 'cause their pathways tend to be more symptom-based and ours are more diagnosis-based. If someone has an unclear diagnosis, then our pathways aren't always as useful because if you don't have the right diagnosis, then you probably aren't gonna be managing it right.",G5
[Laughter] Yeah. It's the hard part of our job for sure. I don't know if you've been trying to engage or are aware of the movement with pathways nationally. Like what do you see happening with pathways across hospitals and hospital medicine? Or do you have a sense of that?,"Yeah. We have. We've connected a little bit with other people who use Agile. Johns Hopkins uses that and so we've connected a little bit with them and then honestly, most of the like big academic hospital systems we're still using like paper pathways. Even Children's who has a really robust collection of pathways are just now getting them into Agile. 	I think a lot of people are finding the technology to be challenging in terms of switching over from when they just had paper guidelines that you could find online to now trying to integrate that into the EMR. That's been a little bit of another challenge too, is like, what makes a good pathway, and what makes something that should be a pathway? 	'Cause a lot of things could just be an order set. The big thing that makes the difference between a pathway and an order set is when you need clinical decision support so that you can help someone decide what to order and what to do versus the order set where they just click through all this stuff.",G5
"Right. I'm trying to decide which question to ask next. I have a couple; you talk about getting people to use it. Do you mean like getting people to view it or like actually translating that into like the orders they place? Because one of the questions I had for you is have you guys—and maybe it's a bandwidth issue. Have you been trying to think about doing prompts through the EMR? Like nudges through the EMR with regard to orders, like for the opioid stuff, for instance.","Yeah. I would be happy even if someone looks at it if they don't use the order. The order is just there to help their workflow if they think it would be helpful. Sometimes what we do is be like put little Easter eggs within the pathway, like the diclofenac gel was only available to the ALTO pathway and so that was like people had to go in there to use it. In general, we don't really care whether they're just looking at it to use it or if they're using the orders. 	In terms of the Epic prompts, it's really difficult to get Epic to change anything. For the longest time, we were just trying to change the button so that people like the tab would come up more easily. That's actually been one of the really good things about the COVID pathway is now people actually know where to find pathways. Whereas before some people were like, ""I don't even know where they are. I don't know they exist. It's not my workflow."" Getting like BPAs and that stuff through Epic is pretty difficult.",G5
"Yeah. It sounds like a lot of people—so I have a colleague who's actually—it sounds like a lot of people are trying to learn how to just build stuff in themselves. Is that like, I don't know anything about that, but that's partly [laughter] why I'm like asking you, but it sounds like we have these programs now where the clinicians can learn to build, probably to solve some of these issues that you're talking about. 	Like waiting on a technician or an Epic person for like three months to change one thing when I actually need 20 things changed and I need it done dynamically and iteratively. Like that's just not something that will work. Is that something that's happening? Is that like if you found a junior faculty member who wanted to learn about informatics and could do that for you, is that like a—are those options a possibility for somebody who had the motivation?","Yeah. There was an Epic builder course and ..all actually took it. They're gonna be able to do what John Pell does now, but then you need a system, Epic person to implement it and that's where the real bottleneck is.",G5
Got it.,"That's not something that just like a normal provider can train in.  If you're gonna make—we have free win with the pathways and it's almost like we were grandfathered into it 'cause I don't know if we did it now, if they would let us do it the way that we're doing it 'cause we can pretty much do whatever we want and they don't govern it at all but if you're gonna make any changes in terms of like a BPA or an order prompt or anything like that, then you would need system-level approval, which takes a million years. 	That's why like the COVID pathway right now we have zero control over. … is on a committee and she can give her opinion. Even when we give our opinions, they don't really make changes 'cause everything happens so slowly and everyone's so busy.",G5
Got it.,We developed an entire new discharge pathway because the one that's in there is totally out of date and I gave that to them in November and it's still the same one that's up [laughter].,G5
"Yeah. It sounds like they need a support staff person. Then the strategy would then be demonstrate that you can increase efficiency or improve outcomes, so they give you like, basically hire another person to help you implement this. Would that then be the strategy?","I think the biggest problem with that is that they're trying to make a lot of pathways system-wide right now. They're using their resources to do that and not really giving us resources just as a hospital medicine group. It was like when Jen Weiler took over, she started wanting to make all of these pathways system-wide. Like all the antimicrobial stewardship pathways, they started writing them again and Agile and I had to tell them, like, ""We already have these, you can just use them. You don't have to rewrite the whole thing.""	I don't think they would give us any more support definitely at the system level. I don't think Maricia 24:30—I think it would have to be somebody like volunteering essentially. I don't think there's a lot of incentive for them to do that just in our division. Especially we're working ourselves out of a job a little bit just 'cause the system is adopting a lot of our pathways and then when they do, we no longer really have any use over them. It's good that they're adopting them, but it's just means that we have a little bit less control and it's much less nimble when they do it in terms of making changes and new pathways and stuff.",G5
"Interesting. Do you think that like the—I guess get getting back to like my other question is, do you think that like where hospital systems are moving toward pathways 'cause of this desire to reduce variability in practice? Is this something that we're gonna be seeing more and more, and more and more is gonna be invested in?","Based on what we've seen over the past few years and the push from the system to do that, I think, yes. I think there's still a lot of pushback from providers because they don't want it to be like cookie-cutter medicine and it is sometimes hard to fit your patient into these molds. In the ED, they always say pathways should work for about 80 percent of patients. Then there's gonna be 20 percent of cases that you're gonna have to use your clinical judgment and this won't apply to, but I think the system is [unintelligible 26:06] as a prescriptive thing. 	Especially with COVID just because nobody knew what they were doing. It was easier to tell somebody, just do this 'cause they were like, ""I don't know, so fine,"" but somebody who's been treating pneumonia or C-Diff or pain for decades, isn't necessarily gonna wanna use a pathway to change the practice.",G5
"Do you think that's a big barrier in our group? We've got a younger group I think.  Hospital meds, in general, tends to be skew younger.","We've done surveys to ask people why they don't use pathways or if [unintelligible 26:44] and a lot of people said, ""I just don't remember, or it's not part of my workflow."" Then there are a good number of people who are like, ""I need the pathway, I already know what to do. I'm happy to use it.""",G5
"Yeah. Have they shown that pathways can reduce—like in other institutions, I know you're working toward that here, but have there been a number of institutions at this point that can demonstrate increased efficiency and or improved outcomes with pathway use? Okay.","Yeah. There's a lot of papers just from like specific tiny pathways. Like in transplant medicine, there's a lot of pathways that people use and they've been studies that shown that that helped. Then there was a big pathway paper that came out of Seattle that was a pediatric hospital and they had a ton of pathways and showed actual outcomes like data in terms of length of the stay and readmission data, even for pathways usage. 	There definitely have been ones that have shown it. It just depends too, 'cause there can be good pathways and bad pathways. If somebody has a pathway it's not implemented right. Or it's just a pathway, then it's not gonna help them. Sometimes it's hard to pick what's a good pathway and what's a bad pathway.",G5
Got it.,Yeah.,G5
"I guess coming back to the heart failure pathway, you mentioned that it's been in process for a few years, was it in process even prior to Sophia focusing on it?","Not that I know of. … was in charge at that point, so I didn't really become involved with it until Sophia sent me another version in the Spring. Then we tweaked it a little bit and got … input. A lot of that was also just like putting institutional expectations in, in terms of who takes care of which patients. Then trying to standardize the care of heart failure patients on the hospital medicine services.",G5
"Right. I'm just curious, what was cardiology's perspective besides yeah—even in terms of the triaging questions, like what was cardiology's perspective on the way the hospital should be taking care of heart failure?","Being in general, we already have had these conversations a lot, like … I've had these conversations with them.  It's pretty well established I think in terms of who should be taking care of which patients. Honestly, a lot of the heart failure patients that we get on medicine we have because they have other complicated medical issues and it's not just the heart failure. They have hemolytic uremic syndrome and renal failure and everything. 		In general, the other thing that I find a little bit difficult is you'll talk to one subspecialist and they'll recommend something. Then when we try to implement it, the other subspecialists will be like, ""What are you doing?"" That happened to us with COVID. The critical care people told us, ""Consult us for anybody who's on six liters or more of oxygen."" Then people were doing that. The people they were consulting were like, ""Why are you calling me?"" The communication on their end is a little bit different and it tends to be to the people we talk to tend to be a lot more conservative and wanna be called a lot more. I wonder if they're higher up and less clinical and the more clinical people are like, ""I don't need to see these patients.""",G5
"Yeah. We don't have the resources actually to see all of these people. Yeah. Yeah. That sounds it. Did you find that with cardiology as well, or not really?","That they've been struggling with cardiology for a long time, but they've actually worked really hard. Now it's really clearly defined who deserves a cardiology consult and at least clinically like anecdotally I found when I'm on service that they're very responsive and very helpful. They are just like—I don't know if they hired more people or something. 'Cause I do feel like bandwidth has gotten better.",G5
Good. Yeah.,They're so slammed that they didn't have time to do anything 'cause [unintelligible 30:54] had their own service and we're doing the consults and it was just—,G5
"Yeah. I got that sense too. Okay. Great. Do you have any thoughts? [Laughter] I was really actually interested in the whole pathway view 'cause I don't know anything about them, but they seem like a very interesting tool to help implement new things or standardized care, which I'm interested in both with regard to heart failure patients. I think there's a lot of opportunities for hospitalists across the country to do that. 	It sounds like there's opportunities even in our own hospital and our own division. What are some of the pitfalls of the pathway? Beyond what you were saying about like some patients don't fit into the flow diagram that the pathway offers, any other pitfalls or problems you see in broad implementation of pathways?","I think sometimes it can become over-complicated and that definitely was happening with the [unintelligible 32:11] pathway. We tried to simplify it. It's still a little messy, especially in the bottom. Like there's a lot of loops and stuff. People get lost. I would say making them usable and making them actually something that could help somebody's workflow instead of make their life harder. 	'Cause if we can make it something that both makes their life easier and can help us by standardizing care and, or getting people to use something more frequently like lung ultrasound, then I think we can do it, but it's just you have to make it usable and you have to make things that people understand and not just be bogged down by and feel like it's another thing that they have to do.",G5
Right. Okay. Great. I'm trying to think if there's any other questions I have for you right now. I think that's it. I'm gonna turn off the recorder.[End of Audio],[No Reply],G5
"- interview so I can let you get onto your—I’m sure—next Zoom appointment after this. We are interviewing stakeholders to understand the determinants of lung ultrasound implementation. You’ve been asked to be interviewed because of your potential role in lung ultrasound implementation. Interviews will be deidentified, recorded, and transcribed and analyzed. Do you consent to being interviewed?",Yes.,G6
Can you tell me your current and prior professional titles and job descriptions?,"I’m an internist by training, practiced as a hospitalist, formerly founded and ran the division of hospital medicine at a VA for 3 years and then at the university for 12 years and started and continued to direct the Institute for Healthcare, Quality, Safety, and Efficiency, which was founded in 2012 to provide quality and safety development and training on the Anschutz campus for children’s hospital at the university hospital school of medicine college of nursing and in that capacity served as associate dean for clinical affairs for quality and safety education and then was chief quality officer at university hospital for five years and for the UC health system for three years before stepping down form those roles in July. My current title is associate dean for quality and safety education and director of the Institute for Healthcare, Quality, Safety, and Efficiency at Anschutz.",G6
Can you tell me a little bit about your experience with lung ultrasound or maybe POCUS in general and from both a clinical and a systems perspective as a leader in hospital medicine?,"Clinically I have no experience so do not train in it, do not practice it. In terms of professional experience I was involved as a board member of Society of Hospital Medicine for 10 years, and during that time we spent a lotta time talking about POCUS and how we would deal with questions around competency and certification as well as training and was part of the board that put together some of the training for ultrasound so played a limited role in that capacity at a society level. I think the first time I was involved at the university hospital was probably five or six years ago, which I think was a decision to purchase I think it was the first ultrasound—I don’t know how many we have now—on the floor. There, I think, had been one in the ICU and I think there was in the ED, but there was not for the wards, and we were always going to beg and steal. Those and that decision came out of a safety event that happened, again, probably six or seven years ago where a patient had a pneumothorax, and one of the identified issues is that we didn’t have ultrasound available. Those are my involvements to date.",G6
What do you see as the current barriers as far as you know and future barrier—I guess I’ll step back and say do you think that it’s likely point-of-care ultrasound will become standard of care in the care of hospitalized patients besides just procedures?,Are you saying for diagnostic?,G6
"Diagnostics, yeah, ’cause it already is the standard of care for procedures.","[Distorted audio 03:59] It seems like it already is. I think it will be. I think it’s going to be another tool that we use along with other physical exam skills. That’s the way I see it happening, and I think it’s gonna probably take—and you’re a big part of this—it’s gonna take probably 10 years to wash people like me out of the system and bring in new people who are trained through residency hopefully to do that kinda work.",G6
"You see it happening, that all happening, as a generational thing that they’ll get it through training, and then they’ll practice it. What do you think about the folks that are mid-career or maybe early career now, what do you think about them?","What do you mean, about people mid-career?",G6
"In terms of adoption, what do you see happening with that? What barriers for clinicians who do wanna get trained who are already out of training, what barriers do you see to them using it?","Yeah, I think the barriers are probably numerous. One, you made an assumption that people want to be trained, and my strong suspicion is most people in my demographic probably don’t want to be trained. I think a lot do, and when I say “most,” I don’t mean 90 percent. I mean maybe 30, 40 percent don’t want to be trained and largely because it’s new. I think I’m of the generation, and I’m 52, so I’m of the generation where technology is starting to play a big role in our lives, but I remember life before the internet. I think we’re that generation that’s on the cusp so I think some people don’t necessarily want to embrace new technology. I think that’s a barrier. Two, I think people who haven’t seen it may be skeptical of its benefits and say, “Well, how is this better than what we currently use?” Three, there’s huge training issues and credentialing issues around this because to my knowledge—and I may be wrong in this—I don’t know that there are standards out there for diagnostics so that. I think there’s gonna be a cost issue. Who’s gonna pay for this? Physicians, shockingly, despite how much money we make, like to complain about a few hundred dollars to a few thousand dollars here and there and always feel like someone else should pay for it, [laughter] usually the hospitals, who, I think, would say, “That’s a professional responsibility on your part.” Again, we sorta mentioned the credentialing. I think there’s always the—it’s a little bit less in the diagnostic side but maybe the food fight about, “Those are my diagnostic procedures,” although I think that’s gonna be less than on the therapeutic side. I think those are probably the big barriers.",G6
"Those are definitely the—that’s from the perspective of the clinician. We have more data coming back, that it improves patient outcomes, and it can increase efficiency. What do you think it would take for the system to want to adopt it and to invest a certain amount of energy and money into an infrastructure that supported clinician use?",What do you mean when you say “system?”,G6
I mean the hospital and then health system more broadly so like Anschutz versus UCH.,Do you mean our hospital and health system specifically?,G6
Yes.,"What would be the barriers to adoption? I think that when it comes to this kinda thing, health system and hospital leaders feel like this is purely a clinical decision, and rightly or wrongly, I think, both of those entities do a pretty good job of staying out of clinicians’ business and saying, “That is your determination of whether that’s the right thing to do.” For all of the things that I could be critical about our health system—which, I don’t mean to sound critical. I’m not—I think they do a nice job of letting providers practice medicine. I don’t think that they would necessarily drive anything around requiring credentialing for this or requiring people to do it, in large part ’cause I don’t think they understand if it’s important or not. They do recognize that clinicians need to be clinicians and make those kinda decisions, and then I think they would bristle at the idea that they would have to pay for people to be trained to do this, especially at the university hospital. I think in the health system as well. I think university hospital would say, “Wow, that sounds like education. The dean does education. The dean should pay for this.” I think at the health system they would say, “This is too complicated because we have three or four different sets of providers. We’ve got those who are employed—yeah, they’re probably our responsibility—we’ve got those who are not employed, and then we’ve got the folks who are tied to the school of medicine.” Because there’s those three different groups, I think they would just say, “It’s easier if we just say ‘hands off’ and let you guys deal with this.” I do think that they would be willing to pay for some of the infrastructure around this, but if we’re talking about everybody having a few hundred dollar ultrasound in their pocket, I think they would not pay for that. They would not support that. [Extraneous conversation 09:38]What would it take for them to support those kinds of things? I think you would have to show the typical value equation kinda stuff. Number one, does it provide higher quality care? That’s gonna be tougher to show at a hospital or system level, and hospitals generally aren’t moved very much by [unintelligible 10:04] literature so they’re gonna wanna say, “How will this improve the quality of the care for our patients?” number one. Number two is I think you could make the safety claim, which is the cousin of quality, that this is safer for our patients. Honestly, my experience is if you wanna get anything done in hospitals, you have to go after the efficiency piece. Can you show that this is more efficient for the health system and will increase productivity? If you can show that—and I would say to a lesser but important degree provider satisfaction, but it’s gonna come down to, I think, productivity and what’s the return on investment of this?",G6
What role does patient satisfaction play in that equation?,"Important but hard to measure. I can’t imagine that there’s gonna be a study out there that shows on a macro level patients are more satisfied in a place that does this versus doesn’t. Now on an individual level you could say, “How did you feel about that examination versus that one that didn’t use ultrasound?” You might find people are satisfied, but are you gonna impact things that health system leaders care about when they talk about patient experience is really two things. They care about their rankings so probably reported patient experience scores, and then they care about the brand. I suppose you could make a case that you could market this as, “We are technologically innovative in a way that other health systems are not.” That might be an appeal, but like everything, that appeal will get you a certain amount of investment, and it may not be the investment you need for this overall. Does that make sense?",G6
"Yep, totally.","I think something that is free that possibly makes patients happy, they would be all for it. Something that costs $10 million that might make patients satisfied, I doubt you’re gonna see that happen.",G6
"There is papers demonstrating that patients like POCUS, and that’s pretty easy to—that’s a very easy thing to see when you start using it. Do you think it’s actually worth going after a pilot in your own hospital asking patients how they felt about point-of-care by their clinicians or is that like—unless they actually can measure it in the patient satisfaction ratings that are posted nationally, it’s not gonna matter? Is that something worth going after?",What would be the endgame of that? Why would [distorted audio 12:46] that?,G6
"It would be to convince basically the C-suite to invest in some infrastructure, that this is something that their patients value.",Do you have an amount of infrastructure that you’re talkin’ about?,G6
"Right now our ask is basically this middle ware that would help us train people more rigorously. You probably were around for these discussions. The other thing too is that these discussions have been ongoing for, it sounds like a good almost a decade in terms of how to implement point-of-care ultrasound ’cause the ED has done it, and it’s standard of care for critical care for instance. One of the pieces is having software that will allow you to evaluate training exams prior to them being uploaded to PAX. Right now things are directly uploaded to PAX. From an education perspective, from a patient, as someone who’s supervising this stuff, that’s problematic, I think. That’s one of our asks among the POCUS educators in the hospital. We have all of these trainees. Everybody needs training, but we don’t have the appropriate software to really quality assess those images. That ends up being about $100,000 over 5 years for hospital medicine. It’s not a huge amount of money. That’s one of the asks. In terms of infrastructure that’s what we would want from them. The machines themselves are so cheap at this point, that that is becoming less and less of a concern. It’s this robust infrastructure for really good quality assessment that I think is gonna be needed for us to really do this well. Because for instance right now Juliana Wilson who’s the person in the emergency room who’s responsible for quality assessing the POCUS exams, it takes her like—because of the way things are set up, she can review 10 exams in an hour just because it’s not streamlined appropriately ’cause we don’t have the right software.","The ED also would need this, or is this just hospital medicine?",G6
"That’s the other part of the equation. I definitely want it for my folks, but the idea is that there’s six or seven subspecialties that are trying to implement at this point in the hospital. Yes, it’d be about $100,000 for 1 department, but then if it’s a little bit more for each additional division. We’re not talking about a lotta money. Particularly when we’re looking we’re starting to see literature that demonstrates that it does increase efficiency. It expedites accurate diagnoses. It’s more accurate than chest X-rays, which we know are a low-value test. We’re seeing in other parts of the country where clinicians are foregoing chest X-ray for lung ultrasound, and you can actually reduce the use of other tests. There’s a lot of other data coming out that demonstrated if you do invest in this you can change practice patterns and increase efficiency.","Can you draw the line between the software you’re asking and that outcome ’cause you’re basically saying—I think you’re saying that if you had this software you could train more people more effectively, more efficiently, and then they would produce different outcomes?",G6
"Yes, exactly, and so the big thing with point-of-care is that it’s operator dependent, and while to be a point-of-care application, it needs by definition to be easily mastered, it does take some training. It takes someone looking over time and making sure that people’s skills are maintained, and so that’s the idea is that you can’t really adequately train folks if you don’t have this kind of robust infrastructure for training and quality assessment.","Who would you be training, hospitalists or residents?",G6
Hospitalists primarily.,Not residents?,G6
"I’m focused on faculty development because I just don’t think education has really ever had the—unless you have faculty who can supervise people on the floors in a real clinical situation, the residents will never really attain mastery. You can’t really have a robust training program without some faculty who have also mastered it. That’s why I switched gears and have been focusing on faculty. Although I agree there are a lot of barriers to that.","You’re saying it’s roughly 20,000 a year to train and develop a hospitalist workforce to be able to do this, and then presumably down the line they would also be training people?",G6
"Yeah, for the hospital. Then we do make—we’ve started collecting billing data. There’s like a cau—I think the financial arguments, there we—for a chest X-ray, I guess they reimburse $2? They actually lose $30 per chest X-ray in the hospital, and that data was actually collected by radiography because it’s actually radiology who feels like it’s a low-value test, and they were actually the ones who heard about lung ultrasound. They were like, “Do you think you could reduce chest X-rays by clinicians by—” Everyone’s on board with this idea, that it might be a good idea. If lung ultrasound is more accurate, that we could replace some of those chest X-rays with lung ultrasound. Then the reimbursement, just like the professional fees, it’s not a lotta money, but it’s still a better—still financially you end up positive. We collect $23 for every lung ultrasound, which isn’t a lot, but if you think about the number of—when we’re getting them, it’s basically anytime somebody decompensates. The idea is that this would be first-line imaging because it’s better for basically the most common reasons we get chest X-rays, which is pleural effusion, consolidation, pulmonary edema, and pneumothorax. Anyway, I think the cost and the efficiency arguments are there. I think the trick is getting enough people using it well enough and often enough that you would be able to measure those benefits.","Were you saying that every X-ray in the hospital we lose $30, and the professional fee, though, must be lost to radiology, but they probably are more happy to read something else—",G6
Exactly.,"- over time. Then on the hospitalist side, you’re saying we get paid 20 bucks every time we do one?",G6
Yeah.,"If I do the math on 20,000 a year you need to come up with about 650 of those, not that X-ray, done ultrasound, to get 20,000 a year. How many would you do in a year? Let’s say maybe not year 1 but year 5?",G6
"Yeah, and that depends on adoption.","You’re selling this as a thing that’s gonna do that. If you had three to five years to train the workforce, how many would you create?",G6
"I would say we would be doing—I think it would be very easy to get to 10 a day. [Crosstalk 21:14] Maybe they wouldn’t all forego—I think 10 a day would be a reasonable guess, but I’ll have to look at those numbers and really look at the number of chest X-rays we’re getting a day and then look and see.","If you’re billing at $23 per, is that reimbursed, or that’s billed?",G6
That’s collected.,"If you’re collecting $23 per, and you do 10 a day, that’s 3000. That’s 60,000 a year. If I wanna play hospital administrator, I’ll say, “Wait, why would I pay you for that? You’re gonna make money on the reimbursement.” To which you would say, “Yes, but it’s gonna take us a while to get there.” I think if I were making this case if I were you, I would make it on an efficiency case, I would make it on an experience case, and I would say, “Look, I don’t need five years of funding. I need three years of funding, at which time we will be self-sufficient.” To me it’s not a hard case to make. Would I do a lot of work to prove that? Not for 60 to 100K personally. Is there a study out there that shows anything around reduction and use of X-ray?",G6
"Yeah, all of it. There’s length-of-stay data. There’s decreased imaging, like chest X-ray and actually echo and CT.",What reduction in X-ray and ultrasound do you see?,G6
"The magnitude of effect, I’d have to look. Then I also have quality of data from other hospitalists, and I could probably get their actual data that they’re foregoing chest X-rays. They don’t order chest X-rays for their patients anymore because they just use lung ultrasound.",Have you made this case or not?,G6
Yeah.,What have you stumbled upon? Why is it not [crosstalk 23:19],G6
"Yeah, everything is in—I haven’t actually made it to the right stakeholders, I guess. I’m just building the case right now. That’s part of what this is is understanding the case that needs to be made and what those stakeholders, the people who are actually making decisions, how they make decisions so I come with the right data and the right arguments.","Is this interview for your benefit, or is this for a study?",G6
"This is for a study, but it’s practical.",[Distorted audio 23:50] if you want I can share with you what we teach in the institute on how to make a business case for this. This is a pretty easy business case.,G6
"Okay, that’d be great.","I don’t have published data that there’s no reason to think wouldn’t be adopted here. I’d be happy offline to shoot you that talk I give and walk you through it if you want, and then I can help you put together the business case, but this is pretty simple. It’s 100 grand. Do you know what the health system’s budget is or revenue per year?",G6
"The health system’s? It’s just Anschutz. You would know better than I. I don’t know. [Laughter] It’s a lot more than 100,000.","Yeah, a university hospital is probably 1.5 billion [crosstalk 24:38] 4 to 5 billion so 100,000 is nothing. Now every person comes with 100,000 and says it’s nothing, and over time those 100,000’s become billions, but if you can actually show the data that we can do this and say, “Look, hold us accountable. We will look at X-ray per patient—” or however you mention it, X-ray per 100 patients, whatever it is—""and we think we can do this over 3 years.” It’s a pretty easy business case.",G6
I would love that. That would be fantastic. I don’t even know who I’m supposed to make that case to. I guess that’s the other question. I guess … would figure that out.,"Because if you think about it, what’s the benefit to the school? Well, to the practice plan, you’ll generate revenue. Okay, but the practice plan writ large is gonna lose revenue on the radiology side so I think you could spin that as a negative. It’s not education. You’re not talking about training residents and all that so it’s not a [unintelligible 26:29] issue. It really does come under clinical practice so I would start with Jean. Do you know Jean?",G6
"Not really, but this is all help—if it’s easier for you I could just attend one of your lectures so you don’t have to—I know as an educator I get kind of—it’s exhausting telling people the same thing all the time. [Laughter] I’m happy to just show up to one of your lectures and go from there so you don’t have to—",I only give it once a year and have already done it. Let me try to find it and send it to you.,G6
"Okay, cool, that’s great. I have one more question before I let you go though. Everything is aligned with this is something that should—they should support this. I think it’s an easy sell from a rational perspective, but it’s giving them the information in the way that they’ll be able to hear it. The other thing to is this is an inevitable thing. They’ve been talking about doing this for 10 years, and I think everybody accepts that this is gonna be standard of care. I guess the other piece of this is—how big a piece is that? Do you wanna be leading this, or do you wanna be a lagger? It took a complication to get the first ultrasound. Do we wanna be in that position in another 10 years when all the other hospitals have already implemented this? How compelling is that to them? It seems like it should","Yeah, exactly.",G6
How compelling is that to them? It seems like it should be clear that this is something that they have to do at some point.,"I think so. I think that’s value-add though. Those kinda cases don’t get you very far because it’s corporate America, and it’s about the bottom line so you’re better off—you can use that, but you gotta have the other piece, that this will save money and improve efficiency and length of stay and all of those things. Again, you’re not gonna get any pushback. Nobody’s going to say, “You shouldn’t do this.” They’re just gonna say, “We’re not gonna pay for it.”",G6
We’re not gonna support it. Which is something. That’s good that they’re not worried about getting sued or something and so then they’re gonna squash things.,"The CEO of the hospital, for example, would say, “Look, I’m a business per—I don’t know. You guys decide if this is standard of care. If you tell me it’s standard of care, it’s standard of care. You should do it. Oh, you want me to pay for it? Well, now that’s a different story. Why would I pay for it?” “Well, here it is.” Now you could argue it’s standard of care, but it still doesn’t mean the hospital should pay for it. I think if you were in private practice doing this as a hospitalist group, who would pay for it?",G6
Unless it’s an infrastructure issue so that’s why—,[Distorted audio 29:39] the software?,G6
"Yeah because we can’t [crosstalk 29:43] really—go ahead, sorry.",Can you repurchase the software?,G6
"We could directly, yeah. In theory we could.","If you were a private practice hospitalist group you would have to do this yourself. You can still ask the hospital, and they might pay for it, but they may say, “Look, this is a—I don’t pay for your stethoscope, do I? No so this is your deal. You pay for it.” I think if you’ve got those other papers that make the case it’s pretty simple.",G6
"That’s super helpful. I wanna be respectful of your time. I promised 30 minutes, but if you can send the slides over that would be amazing.","Yeah, I’ll try to find them and send them. I’m happy to jump on another call, walk through it with you. This is what I do. This is what I wanted to do is how you make these business cases because as physicians we’re typically bad at it. The same thing goes for administrators. They’re typically bad at understanding clinical medicine, and so the really, really effective physician leaders are those that can bridge that and can speak both languages. That’s why I like to teach it and spend time on it because it’s actually not that hard, it turns out. I’m being recorded so I won’t say it, but physicians are pretty smart. We just haven’t been trained [crosstalk 31:02]",G6
We’re distracted so we don’t understand how the infrastructure is changing the way we practice and how to interact with that environment so we can take better care of our patients.,The other thing I would ask is is your time supported to do this?,G6
"I basically ended up getting a K so I could do this, and then I have some support from my division. I have 75 percent bought out by the NIH to do this, and that’s what it takes. That’s why I’m able to have the bandwidth to have these conversations with someone like you who actually has a skillset that I can impact practice.",[Distorted audio 31:52] supporting you.,G6
"Pardon, sorry?",Is the division supporting you for your—,G6
"The division, I don’t have—hm-mmm, no other support.",Your funding is all through your K?,G6
"I have some divisional buyout, and then I have—the majority of my buyout is through my K. It’s an implementation in dissemination science. Then this is my content focus.",How much division buyout of your time?,G6
